Sample processed row:
                                          clean_text  label
0  i dont think im getting my baby them white 9 h...      0
1  we cannot continue calling ourselves feminists...      0
2                      nawt yall niggers ignoring me      0
3  user i am bit confused coz chinese ppl can not...      1
4  this bitch in whataburger eating a burger with...      1
{'loss': 0.6693, 'grad_norm': 1.8163737058639526, 'learning_rate': 1.995138888888889e-05, 'epoch': 0.05}
{'loss': 0.0478, 'grad_norm': 92.45552062988281, 'learning_rate': 9.640873015873017e-06, 'epoch': 10.37}
{'loss': 0.0341, 'grad_norm': 0.004151963163167238, 'learning_rate': 9.591269841269843e-06, 'epoch': 10.42}
{'loss': 0.0045, 'grad_norm': 2.477079391479492, 'learning_rate': 9.541666666666669e-06, 'epoch': 10.47}
{'loss': 0.0538, 'grad_norm': 0.007127769291400909, 'learning_rate': 9.492063492063493e-06, 'epoch': 10.52}
{'loss': 0.0307, 'grad_norm': 0.8208247423171997, 'learning_rate': 9.442460317460317e-06, 'epoch': 10.57}
{'loss': 0.0171, 'grad_norm': 0.003507178509607911, 'learning_rate': 9.392857142857143e-06, 'epoch': 10.62}
{'loss': 0.0395, 'grad_norm': 0.09241852164268494, 'learning_rate': 9.343253968253969e-06, 'epoch': 10.66}
{'loss': 0.0325, 'grad_norm': 0.0018999188905581832, 'learning_rate': 9.293650793650795e-06, 'epoch': 10.71}
{'loss': 0.0402, 'grad_norm': 0.0030806090217083693, 'learning_rate': 9.244047619047621e-06, 'epoch': 10.76}
{'loss': 0.0274, 'grad_norm': 0.014986436814069748, 'learning_rate': 9.194444444444445e-06, 'epoch': 10.81}
{'loss': 0.0292, 'grad_norm': 176.17965698242188, 'learning_rate': 9.14484126984127e-06, 'epoch': 10.86}
{'loss': 0.0304, 'grad_norm': 0.023400558158755302, 'learning_rate': 9.095238095238095e-06, 'epoch': 10.91}
{'loss': 0.0155, 'grad_norm': 0.21140389144420624, 'learning_rate': 9.045634920634921e-06, 'epoch': 10.96}
{'eval_loss': 1.927003026008606, 'eval_accuracy': 0.760545905707196, 'eval_runtime': 2.1092, 'eval_samples_per_second': 1910.681, 'eval_steps_per_second': 119.477, 'epoch': 11.0}
{'loss': 0.0336, 'grad_norm': 0.0017355061136186123, 'learning_rate': 8.996031746031747e-06, 'epoch': 11.01}
{'loss': 0.024, 'grad_norm': 0.007611333392560482, 'learning_rate': 8.946428571428573e-06, 'epoch': 11.06}
{'loss': 0.0249, 'grad_norm': 0.007747327908873558, 'learning_rate': 8.896825396825398e-06, 'epoch': 11.11}
{'loss': 0.0234, 'grad_norm': 11.889347076416016, 'learning_rate': 8.847222222222223e-06, 'epoch': 11.16}
{'loss': 0.0106, 'grad_norm': 0.0016801743768155575, 'learning_rate': 8.797619047619048e-06, 'epoch': 11.21}
{'loss': 0.0471, 'grad_norm': 0.003272680100053549, 'learning_rate': 8.748015873015874e-06, 'epoch': 11.26}
{'loss': 0.0198, 'grad_norm': 0.00737263448536396, 'learning_rate': 8.6984126984127e-06, 'epoch': 11.31}
{'loss': 0.03, 'grad_norm': 0.0020221618469804525, 'learning_rate': 8.648809523809526e-06, 'epoch': 11.36}
{'loss': 0.0156, 'grad_norm': 0.06898558139801025, 'learning_rate': 8.59920634920635e-06, 'epoch': 11.41}
{'loss': 0.0278, 'grad_norm': 0.0010360946180298924, 'learning_rate': 8.549603174603176e-06, 'epoch': 11.46}
{'loss': 0.0131, 'grad_norm': 0.004134651739150286, 'learning_rate': 8.5e-06, 'epoch': 11.51}
{'loss': 0.0072, 'grad_norm': 0.03675497695803642, 'learning_rate': 8.450396825396826e-06, 'epoch': 11.56}
{'loss': 0.026, 'grad_norm': 0.004488596227020025, 'learning_rate': 8.400793650793652e-06, 'epoch': 11.61}
{'loss': 0.0033, 'grad_norm': 0.009957375004887581, 'learning_rate': 8.351190476190478e-06, 'epoch': 11.66}
{'loss': 0.0342, 'grad_norm': 0.003993400372564793, 'learning_rate': 8.301587301587302e-06, 'epoch': 11.71}
{'loss': 0.0272, 'grad_norm': 0.005216535646468401, 'learning_rate': 8.251984126984128e-06, 'epoch': 11.76}
{'loss': 0.0226, 'grad_norm': 0.004461212083697319, 'learning_rate': 8.202380952380952e-06, 'epoch': 11.81}
{'loss': 0.0307, 'grad_norm': 62.36067581176758, 'learning_rate': 8.152777777777778e-06, 'epoch': 11.86}
{'loss': 0.0112, 'grad_norm': 0.006409156136214733, 'learning_rate': 8.103174603174604e-06, 'epoch': 11.9}
{'loss': 0.0216, 'grad_norm': 121.90684509277344, 'learning_rate': 8.05357142857143e-06, 'epoch': 11.95}
{'eval_loss': 2.098219871520996, 'eval_accuracy': 0.7563275434243176, 'eval_runtime': 2.1119, 'eval_samples_per_second': 1908.249, 'eval_steps_per_second': 119.325, 'epoch': 12.0}
{'loss': 0.022, 'grad_norm': 0.0013649864122271538, 'learning_rate': 8.003968253968254e-06, 'epoch': 12.0}
{'loss': 0.0207, 'grad_norm': 0.001027613296173513, 'learning_rate': 7.95436507936508e-06, 'epoch': 12.05}
{'loss': 0.0001, 'grad_norm': 0.0010308296186849475, 'learning_rate': 7.904761904761904e-06, 'epoch': 12.1}
{'loss': 0.0036, 'grad_norm': 0.13077867031097412, 'learning_rate': 7.85515873015873e-06, 'epoch': 12.15}
{'loss': 0.0038, 'grad_norm': 0.005101858172565699, 'learning_rate': 7.805555555555556e-06, 'epoch': 12.2}
{'loss': 0.058, 'grad_norm': 0.006856120657175779, 'learning_rate': 7.755952380952382e-06, 'epoch': 12.25}
{'loss': 0.0167, 'grad_norm': 0.0022255906369537115, 'learning_rate': 7.706349206349208e-06, 'epoch': 12.3}
{'loss': 0.0212, 'grad_norm': 0.0019198391819372773, 'learning_rate': 7.656746031746032e-06, 'epoch': 12.35}
{'loss': 0.037, 'grad_norm': 0.0006520267925225198, 'learning_rate': 7.6071428571428575e-06, 'epoch': 12.4}
{'loss': 0.0395, 'grad_norm': 0.0065104165114462376, 'learning_rate': 7.557539682539683e-06, 'epoch': 12.45}
{'loss': 0.0228, 'grad_norm': 1.785173773765564, 'learning_rate': 7.5079365079365085e-06, 'epoch': 12.5}
{'loss': 0.0417, 'grad_norm': 0.8734153509140015, 'learning_rate': 7.4583333333333345e-06, 'epoch': 12.55}
{'loss': 0.0068, 'grad_norm': 72.06436157226562, 'learning_rate': 7.40873015873016e-06, 'epoch': 12.6}
{'loss': 0.0048, 'grad_norm': 0.4019917845726013, 'learning_rate': 7.3591269841269855e-06, 'epoch': 12.65}
{'loss': 0.0263, 'grad_norm': 22.400230407714844, 'learning_rate': 7.30952380952381e-06, 'epoch': 12.7}
{'loss': 0.0152, 'grad_norm': 0.0007129081641323864, 'learning_rate': 7.259920634920635e-06, 'epoch': 12.75}
{'loss': 0.0393, 'grad_norm': 0.0016693611396476626, 'learning_rate': 7.2113095238095244e-06, 'epoch': 12.8}
{'loss': 0.0297, 'grad_norm': 0.07085379213094711, 'learning_rate': 7.1617063492063495e-06, 'epoch': 12.85}
{'loss': 0.0079, 'grad_norm': 0.000599152292124927, 'learning_rate': 7.1121031746031755e-06, 'epoch': 12.9}
{'loss': 0.0336, 'grad_norm': 0.025695011019706726, 'learning_rate': 7.062500000000001e-06, 'epoch': 12.95}
{'loss': 0.0121, 'grad_norm': 0.18048986792564392, 'learning_rate': 7.012896825396826e-06, 'epoch': 13.0}
{'eval_loss': 2.0712978839874268, 'eval_accuracy': 0.7612903225806451, 'eval_runtime': 2.1176, 'eval_samples_per_second': 1903.064, 'eval_steps_per_second': 119.001, 'epoch': 13.0}
{'loss': 0.005, 'grad_norm': 0.006146721541881561, 'learning_rate': 6.963293650793651e-06, 'epoch': 13.05}
{'loss': 0.0091, 'grad_norm': 0.014120150357484818, 'learning_rate': 6.913690476190477e-06, 'epoch': 13.1}
{'loss': 0.0054, 'grad_norm': 0.0007666033343411982, 'learning_rate': 6.864087301587302e-06, 'epoch': 13.14}
{'loss': 0.0219, 'grad_norm': 0.004313662648200989, 'learning_rate': 6.814484126984128e-06, 'epoch': 13.19}
{'loss': 0.0173, 'grad_norm': 0.6858428716659546, 'learning_rate': 6.764880952380954e-06, 'epoch': 13.24}
{'loss': 0.0096, 'grad_norm': 0.0007860296173021197, 'learning_rate': 6.715277777777778e-06, 'epoch': 13.29}
{'loss': 0.0164, 'grad_norm': 0.0005948609323240817, 'learning_rate': 6.665674603174603e-06, 'epoch': 13.34}
{'loss': 0.0229, 'grad_norm': 0.002146427985280752, 'learning_rate': 6.616071428571429e-06, 'epoch': 13.39}
{'loss': 0.0173, 'grad_norm': 0.005605942569673061, 'learning_rate': 6.566468253968255e-06, 'epoch': 13.44}
{'loss': 0.02, 'grad_norm': 29.010778427124023, 'learning_rate': 6.51686507936508e-06, 'epoch': 13.49}
{'loss': 0.0351, 'grad_norm': 0.0005720589542761445, 'learning_rate': 6.467261904761906e-06, 'epoch': 13.54}
{'loss': 0.0354, 'grad_norm': 0.01122375950217247, 'learning_rate': 6.417658730158731e-06, 'epoch': 13.59}
{'loss': 0.0102, 'grad_norm': 0.0008480864344164729, 'learning_rate': 6.368055555555555e-06, 'epoch': 13.64}
{'loss': 0.0242, 'grad_norm': 0.0009047766216099262, 'learning_rate': 6.318452380952381e-06, 'epoch': 13.69}
{'loss': 0.002, 'grad_norm': 0.0012880751164630055, 'learning_rate': 6.26984126984127e-06, 'epoch': 13.74}
{'loss': 0.0114, 'grad_norm': 0.0007573941838927567, 'learning_rate': 6.220238095238096e-06, 'epoch': 13.79}
{'loss': 0.0008, 'grad_norm': 0.0009426092728972435, 'learning_rate': 6.170634920634922e-06, 'epoch': 13.84}
{'loss': 0.0211, 'grad_norm': 0.2724629342556, 'learning_rate': 6.121031746031747e-06, 'epoch': 13.89}
{'loss': 0.0009, 'grad_norm': 0.013424048200249672, 'learning_rate': 6.071428571428571e-06, 'epoch': 13.94}
{'loss': 0.0272, 'grad_norm': 97.91046142578125, 'learning_rate': 6.021825396825397e-06, 'epoch': 13.99}
{'eval_loss': 2.163541793823242, 'eval_accuracy': 0.758560794044665, 'eval_runtime': 2.1155, 'eval_samples_per_second': 1904.985, 'eval_steps_per_second': 119.121, 'epoch': 14.0}
{'loss': 0.0207, 'grad_norm': 0.033446770161390305, 'learning_rate': 5.972222222222222e-06, 'epoch': 14.04}
{'loss': 0.0041, 'grad_norm': 0.0007424557697959244, 'learning_rate': 5.922619047619048e-06, 'epoch': 14.09}
{'loss': 0.0143, 'grad_norm': 0.00041356103611178696, 'learning_rate': 5.873015873015874e-06, 'epoch': 14.14}
{'loss': 0.0309, 'grad_norm': 0.0005291178822517395, 'learning_rate': 5.823412698412699e-06, 'epoch': 14.19}
{'loss': 0.0261, 'grad_norm': 0.0011819539358839393, 'learning_rate': 5.773809523809523e-06, 'epoch': 14.24}
{'loss': 0.0004, 'grad_norm': 0.0030900337733328342, 'learning_rate': 5.724206349206349e-06, 'epoch': 14.29}
{'loss': 0.0145, 'grad_norm': 0.0006822517607361078, 'learning_rate': 5.674603174603175e-06, 'epoch': 14.34}
{'loss': 0.0131, 'grad_norm': 0.000992869259789586, 'learning_rate': 5.625e-06, 'epoch': 14.38}
{'loss': 0.0021, 'grad_norm': 0.0031435959972441196, 'learning_rate': 5.575396825396826e-06, 'epoch': 14.43}
{'loss': 0.0148, 'grad_norm': 0.06647929549217224, 'learning_rate': 5.525793650793651e-06, 'epoch': 14.48}
{'loss': 0.0165, 'grad_norm': 0.0006155046285130084, 'learning_rate': 5.476190476190477e-06, 'epoch': 14.53}
{'loss': 0.0088, 'grad_norm': 2.9246652126312256, 'learning_rate': 5.4265873015873016e-06, 'epoch': 14.58}
{'loss': 0.0216, 'grad_norm': 0.16429239511489868, 'learning_rate': 5.3769841269841275e-06, 'epoch': 14.63}
{'loss': 0.0128, 'grad_norm': 0.0005420434754341841, 'learning_rate': 5.327380952380953e-06, 'epoch': 14.68}
{'loss': 0.0225, 'grad_norm': 0.7717035412788391, 'learning_rate': 5.2777777777777785e-06, 'epoch': 14.73}
{'loss': 0.0181, 'grad_norm': 0.00076672324212268, 'learning_rate': 5.228174603174604e-06, 'epoch': 14.78}
{'loss': 0.0083, 'grad_norm': 0.0005349658895283937, 'learning_rate': 5.1785714285714296e-06, 'epoch': 14.83}
{'loss': 0.0164, 'grad_norm': 0.004029339645057917, 'learning_rate': 5.128968253968254e-06, 'epoch': 14.88}
{'loss': 0.0376, 'grad_norm': 0.0010477298637852073, 'learning_rate': 5.07936507936508e-06, 'epoch': 14.93}
{'loss': 0.0031, 'grad_norm': 0.0019673502538353205, 'learning_rate': 5.029761904761905e-06, 'epoch': 14.98}
{'eval_loss': 2.121528148651123, 'eval_accuracy': 0.7660049627791563, 'eval_runtime': 2.2377, 'eval_samples_per_second': 1800.944, 'eval_steps_per_second': 112.615, 'epoch': 15.0}
{'loss': 0.0121, 'grad_norm': 0.000607656198553741, 'learning_rate': 4.980158730158731e-06, 'epoch': 15.03}
{'loss': 0.0086, 'grad_norm': 0.0012586896773427725, 'learning_rate': 4.930555555555556e-06, 'epoch': 15.08}
{'loss': 0.0015, 'grad_norm': 0.0009428347111679614, 'learning_rate': 4.880952380952381e-06, 'epoch': 15.13}
{'loss': 0.0003, 'grad_norm': 0.00100325932726264, 'learning_rate': 4.831349206349207e-06, 'epoch': 15.18}
{'loss': 0.0007, 'grad_norm': 0.0004145293787587434, 'learning_rate': 4.781746031746032e-06, 'epoch': 15.23}
{'loss': 0.0149, 'grad_norm': 0.0006788512109778821, 'learning_rate': 4.732142857142857e-06, 'epoch': 15.28}
{'loss': 0.0084, 'grad_norm': 0.0005684707430191338, 'learning_rate': 4.682539682539683e-06, 'epoch': 15.33}
{'loss': 0.0133, 'grad_norm': 1.7020621299743652, 'learning_rate': 4.632936507936508e-06, 'epoch': 15.38}
{'loss': 0.002, 'grad_norm': 0.0009523332701064646, 'learning_rate': 4.583333333333333e-06, 'epoch': 15.43}
{'loss': 0.0079, 'grad_norm': 111.13668060302734, 'learning_rate': 4.533730158730159e-06, 'epoch': 15.48}
{'loss': 0.0098, 'grad_norm': 0.0003387119504623115, 'learning_rate': 4.484126984126984e-06, 'epoch': 15.53}
{'loss': 0.025, 'grad_norm': 0.0010339360451325774, 'learning_rate': 4.434523809523809e-06, 'epoch': 15.58}
{'loss': 0.0262, 'grad_norm': 0.0005609922809526324, 'learning_rate': 4.384920634920635e-06, 'epoch': 15.62}
{'loss': 0.014, 'grad_norm': 0.0005197696154937148, 'learning_rate': 4.335317460317461e-06, 'epoch': 15.67}
{'loss': 0.0034, 'grad_norm': 0.00037516216980293393, 'learning_rate': 4.2857142857142855e-06, 'epoch': 15.72}
{'loss': 0.0264, 'grad_norm': 0.002402647165581584, 'learning_rate': 4.236111111111111e-06, 'epoch': 15.77}
{'loss': 0.013, 'grad_norm': 0.0006238429341465235, 'learning_rate': 4.186507936507937e-06, 'epoch': 15.82}
{'loss': 0.0418, 'grad_norm': 0.033559687435626984, 'learning_rate': 4.136904761904762e-06, 'epoch': 15.87}
{'loss': 0.0078, 'grad_norm': 14.270143508911133, 'learning_rate': 4.0873015873015875e-06, 'epoch': 15.92}
{'loss': 0.0004, 'grad_norm': 0.0015551919350400567, 'learning_rate': 4.0376984126984135e-06, 'epoch': 15.97}
{'eval_loss': 2.2122788429260254, 'eval_accuracy': 0.7617866004962779, 'eval_runtime': 2.1102, 'eval_samples_per_second': 1909.803, 'eval_steps_per_second': 119.422, 'epoch': 16.0}
{'loss': 0.0018, 'grad_norm': 0.0006525956559926271, 'learning_rate': 3.9880952380952386e-06, 'epoch': 16.02}
{'loss': 0.0027, 'grad_norm': 0.0005285314400680363, 'learning_rate': 3.938492063492064e-06, 'epoch': 16.07}
{'loss': 0.0179, 'grad_norm': 18.59150505065918, 'learning_rate': 3.88888888888889e-06, 'epoch': 16.12}
{'loss': 0.0119, 'grad_norm': 0.006591993849724531, 'learning_rate': 3.839285714285715e-06, 'epoch': 16.17}
{'loss': 0.002, 'grad_norm': 0.0005148010677658021, 'learning_rate': 3.7896825396825398e-06, 'epoch': 16.22}
{'loss': 0.0024, 'grad_norm': 0.0005368569400161505, 'learning_rate': 3.7400793650793653e-06, 'epoch': 16.27}
{'loss': 0.0098, 'grad_norm': 0.0005518906400538981, 'learning_rate': 3.690476190476191e-06, 'epoch': 16.32}
{'loss': 0.0047, 'grad_norm': 0.020195666700601578, 'learning_rate': 3.640873015873016e-06, 'epoch': 16.37}
{'loss': 0.0243, 'grad_norm': 0.0006379710976034403, 'learning_rate': 3.592261904761905e-06, 'epoch': 16.42}
{'loss': 0.0101, 'grad_norm': 51.153316497802734, 'learning_rate': 3.5426587301587306e-06, 'epoch': 16.47}
{'loss': 0.0128, 'grad_norm': 0.0493076890707016, 'learning_rate': 3.4930555555555557e-06, 'epoch': 16.52}
{'loss': 0.0092, 'grad_norm': 0.0003807772882282734, 'learning_rate': 3.443452380952381e-06, 'epoch': 16.57}
{'loss': 0.0017, 'grad_norm': 0.002045025583356619, 'learning_rate': 3.3938492063492067e-06, 'epoch': 16.62}
{'loss': 0.0263, 'grad_norm': 3.6976521015167236, 'learning_rate': 3.3442460317460318e-06, 'epoch': 16.67}
{'loss': 0.0089, 'grad_norm': 0.010098500177264214, 'learning_rate': 3.2946428571428573e-06, 'epoch': 16.72}
{'loss': 0.0278, 'grad_norm': 0.000423402147134766, 'learning_rate': 3.245039682539683e-06, 'epoch': 16.77}
{'loss': 0.0018, 'grad_norm': 0.000530279881786555, 'learning_rate': 3.195436507936508e-06, 'epoch': 16.82}
{'loss': 0.005, 'grad_norm': 0.03987577557563782, 'learning_rate': 3.1458333333333334e-06, 'epoch': 16.87}
{'loss': 0.0024, 'grad_norm': 0.0004213653737679124, 'learning_rate': 3.096230158730159e-06, 'epoch': 16.91}
{'loss': 0.0132, 'grad_norm': 0.00112193264067173, 'learning_rate': 3.046626984126984e-06, 'epoch': 16.96}
{'eval_loss': 2.212200403213501, 'eval_accuracy': 0.7632754342431762, 'eval_runtime': 2.0975, 'eval_samples_per_second': 1921.297, 'eval_steps_per_second': 120.141, 'epoch': 17.0}
{'loss': 0.0, 'grad_norm': 0.002138082403689623, 'learning_rate': 2.9970238095238095e-06, 'epoch': 17.01}
{'loss': 0.022, 'grad_norm': 0.0007228801841847599, 'learning_rate': 2.947420634920635e-06, 'epoch': 17.06}
{'loss': 0.0092, 'grad_norm': 0.0011568873887881637, 'learning_rate': 2.897817460317461e-06, 'epoch': 17.11}
{'loss': 0.0078, 'grad_norm': 0.000687437248416245, 'learning_rate': 2.8482142857142857e-06, 'epoch': 17.16}
{'loss': 0.0122, 'grad_norm': 0.0037937818560749292, 'learning_rate': 2.798611111111111e-06, 'epoch': 17.21}
{'loss': 0.0026, 'grad_norm': 0.008115815930068493, 'learning_rate': 2.749007936507937e-06, 'epoch': 17.26}
{'loss': 0.0063, 'grad_norm': 0.0012563145719468594, 'learning_rate': 2.699404761904762e-06, 'epoch': 17.31}
{'loss': 0.0054, 'grad_norm': 0.00047415500739589334, 'learning_rate': 2.6498015873015877e-06, 'epoch': 17.36}
{'loss': 0.0068, 'grad_norm': 0.0007138428627513349, 'learning_rate': 2.6001984126984132e-06, 'epoch': 17.41}
{'loss': 0.0119, 'grad_norm': 0.0009374276269227266, 'learning_rate': 2.550595238095238e-06, 'epoch': 17.46}
{'loss': 0.0007, 'grad_norm': 0.0020159666892141104, 'learning_rate': 2.500992063492064e-06, 'epoch': 17.51}
{'loss': 0.0023, 'grad_norm': 0.08881529420614243, 'learning_rate': 2.451388888888889e-06, 'epoch': 17.56}
{'loss': 0.0061, 'grad_norm': 0.0008440730161964893, 'learning_rate': 2.4017857142857145e-06, 'epoch': 17.61}
{'loss': 0.0265, 'grad_norm': 0.0013254769146442413, 'learning_rate': 2.35218253968254e-06, 'epoch': 17.66}
{'loss': 0.0182, 'grad_norm': 0.0004860958142671734, 'learning_rate': 2.302579365079365e-06, 'epoch': 17.71}
{'loss': 0.0116, 'grad_norm': 0.0004810401296708733, 'learning_rate': 2.2529761904761906e-06, 'epoch': 17.76}
{'loss': 0.0078, 'grad_norm': 0.0003962139307986945, 'learning_rate': 2.203373015873016e-06, 'epoch': 17.81}
{'loss': 0.0002, 'grad_norm': 0.0005119804991409183, 'learning_rate': 2.1537698412698416e-06, 'epoch': 17.86}
{'loss': 0.0429, 'grad_norm': 0.000505007104948163, 'learning_rate': 2.1041666666666667e-06, 'epoch': 17.91}
{'loss': 0.0026, 'grad_norm': 0.0008328163530677557, 'learning_rate': 2.0545634920634922e-06, 'epoch': 17.96}
{'eval_loss': 2.2323787212371826, 'eval_accuracy': 0.7622828784119107, 'eval_runtime': 2.1106, 'eval_samples_per_second': 1909.378, 'eval_steps_per_second': 119.395, 'epoch': 18.0}
{'loss': 0.028, 'grad_norm': 0.00043617168557830155, 'learning_rate': 2.0049603174603177e-06, 'epoch': 18.01}
{'loss': 0.0025, 'grad_norm': 0.0006719254306517541, 'learning_rate': 1.955357142857143e-06, 'epoch': 18.06}
{'loss': 0.0129, 'grad_norm': 108.1866683959961, 'learning_rate': 1.9057539682539683e-06, 'epoch': 18.11}
{'loss': 0.0013, 'grad_norm': 0.0018227463588118553, 'learning_rate': 1.8561507936507939e-06, 'epoch': 18.15}
{'loss': 0.0012, 'grad_norm': 0.00048135893302969635, 'learning_rate': 1.8065476190476192e-06, 'epoch': 18.2}
{'loss': 0.002, 'grad_norm': 0.00042933865915983915, 'learning_rate': 1.7569444444444445e-06, 'epoch': 18.25}
{'loss': 0.0023, 'grad_norm': 0.00036772756720893085, 'learning_rate': 1.70734126984127e-06, 'epoch': 18.3}
{'loss': 0.002, 'grad_norm': 0.0003879160503856838, 'learning_rate': 1.6577380952380953e-06, 'epoch': 18.35}
{'loss': 0.0116, 'grad_norm': 0.00043569019180722535, 'learning_rate': 1.6081349206349208e-06, 'epoch': 18.4}
{'loss': 0.0095, 'grad_norm': 0.000580871244892478, 'learning_rate': 1.5585317460317461e-06, 'epoch': 18.45}
{'loss': 0.0001, 'grad_norm': 0.0004108400025870651, 'learning_rate': 1.5089285714285714e-06, 'epoch': 18.5}
{'loss': 0.0002, 'grad_norm': 0.0006186222308315337, 'learning_rate': 1.4593253968253971e-06, 'epoch': 18.55}
{'loss': 0.0113, 'grad_norm': 0.0016758162528276443, 'learning_rate': 1.4097222222222222e-06, 'epoch': 18.6}
{'loss': 0.0043, 'grad_norm': 0.00034796292311511934, 'learning_rate': 1.3601190476190475e-06, 'epoch': 18.65}
{'loss': 0.0034, 'grad_norm': 0.004098191391676664, 'learning_rate': 1.3105158730158733e-06, 'epoch': 18.7}
{'loss': 0.0089, 'grad_norm': 0.00033632517443038523, 'learning_rate': 1.2609126984126986e-06, 'epoch': 18.75}
{'loss': 0.0005, 'grad_norm': 0.0007582675316371024, 'learning_rate': 1.2113095238095239e-06, 'epoch': 18.8}
{'loss': 0.0039, 'grad_norm': 0.040872227400541306, 'learning_rate': 1.1617063492063494e-06, 'epoch': 18.85}
{'loss': 0.0072, 'grad_norm': 120.99466705322266, 'learning_rate': 1.1121031746031747e-06, 'epoch': 18.9}
{'loss': 0.0009, 'grad_norm': 0.000589809671510011, 'learning_rate': 1.0625e-06, 'epoch': 18.95}
{'loss': 0.0112, 'grad_norm': 0.0005369826685637236, 'learning_rate': 1.0128968253968255e-06, 'epoch': 19.0}
{'eval_loss': 2.284494638442993, 'eval_accuracy': 0.7615384615384615, 'eval_runtime': 2.1101, 'eval_samples_per_second': 1909.879, 'eval_steps_per_second': 119.427, 'epoch': 19.0}
{'loss': 0.0002, 'grad_norm': 0.0006097741425037384, 'learning_rate': 9.63293650793651e-07, 'epoch': 19.05}
{'loss': 0.0091, 'grad_norm': 1.3738088607788086, 'learning_rate': 9.136904761904762e-07, 'epoch': 19.1}
{'loss': 0.0025, 'grad_norm': 0.015360846184194088, 'learning_rate': 8.640873015873016e-07, 'epoch': 19.15}
{'loss': 0.0018, 'grad_norm': 0.00029771184199489653, 'learning_rate': 8.14484126984127e-07, 'epoch': 19.2}
{'loss': 0.0005, 'grad_norm': 0.0009724196279421449, 'learning_rate': 7.648809523809524e-07, 'epoch': 19.25}
{'loss': 0.0, 'grad_norm': 0.005197130609303713, 'learning_rate': 7.152777777777778e-07, 'epoch': 19.3}
{'loss': 0.002, 'grad_norm': 0.00037996453465893865, 'learning_rate': 6.656746031746033e-07, 'epoch': 19.35}
{'loss': 0.0014, 'grad_norm': 0.0003406180767342448, 'learning_rate': 6.160714285714287e-07, 'epoch': 19.39}
{'loss': 0.0119, 'grad_norm': 0.00026876950869336724, 'learning_rate': 5.66468253968254e-07, 'epoch': 19.44}
{'loss': 0.0018, 'grad_norm': 0.0005471997428685427, 'learning_rate': 5.168650793650794e-07, 'epoch': 19.49}
{'loss': 0.0002, 'grad_norm': 0.0005613384419120848, 'learning_rate': 4.672619047619048e-07, 'epoch': 19.54}
{'loss': 0.006, 'grad_norm': 0.00035296278656460345, 'learning_rate': 4.1865079365079365e-07, 'epoch': 19.59}
{'loss': 0.0018, 'grad_norm': 0.0007682198192924261, 'learning_rate': 3.6904761904761906e-07, 'epoch': 19.64}
{'loss': 0.0, 'grad_norm': 0.001223155064508319, 'learning_rate': 3.1944444444444447e-07, 'epoch': 19.69}
{'loss': 0.0006, 'grad_norm': 0.022004827857017517, 'learning_rate': 2.698412698412699e-07, 'epoch': 19.74}
{'loss': 0.0112, 'grad_norm': 0.0018792530754581094, 'learning_rate': 2.2023809523809526e-07, 'epoch': 19.79}
{'loss': 0.0, 'grad_norm': 0.0005891459295526147, 'learning_rate': 1.7063492063492064e-07, 'epoch': 19.84}
{'loss': 0.0007, 'grad_norm': 0.0019091665744781494, 'learning_rate': 1.2103174603174605e-07, 'epoch': 19.89}
{'loss': 0.0034, 'grad_norm': 0.00025757282855920494, 'learning_rate': 7.142857142857144e-08, 'epoch': 19.94}
{'loss': 0.0046, 'grad_norm': 0.0003578188188839704, 'learning_rate': 2.1825396825396826e-08, 'epoch': 19.99}
{'eval_loss': 2.3014307022094727, 'eval_accuracy': 0.7625310173697271, 'eval_runtime': 2.1098, 'eval_samples_per_second': 1910.167, 'eval_steps_per_second': 119.445, 'epoch': 20.0}
{'train_runtime': 620.9988, 'train_samples_per_second': 519.099, 'train_steps_per_second': 32.464, 'train_loss': 0.10309091116332206, 'epoch': 20.0}

==================================================
FINAL EVALUATION METRICS:
==================================================
Accuracy: 0.7625 (76.25%)
Loss: 2.3014
==================================================

Training complete! Metrics saved.
